title,review_year,age,children_in_home,education,gender,reviewer_type,work_status,genre,release_year,length_minutes,season,total_reviews,rating,review_text,word_count,review_year_0,release_year_0,age_sc,length_minutes_sc,total_reviews_sc,word_count_sc,rating_good
Visions of Valor,2015,35,0,Completed College,male,Viewer,Employed,Action/Adventure,1987,120,Fall,2574,2.3,"I couldn't connect with any of the characters. The dialogue was cringe-worthy, and the ending was just plain ridiculous.",21,15,4,-0.6526914816425115,-0.0869285935362176,-0.8272844535252993,2.1074375474069007,0
Enchanted Playtime,2019,80,0,Post-Graduate,female,Viewer,Retired,Kids,2004,131,Spring,1041,2.4,"One of the worst movies I've ever seen. It was painful to sit through. The plot made no sense, and the acting was atrocious.",25,19,21,1.8102952415367777,0.8673773235280522,-1.3674738979727517,2.8962968202524557,0
Eternal Love,2020,36,0,Completed College,male,Viewer,Employed,Romance,2014,108,Fall,997,2.5,"I can't believe I sat through this garbage. The writing was terrible, and the acting was worse.",18,20,31,-0.5979584433496384,-1.1279895939699665,-1.3829783569131873,1.5157930927727343,0
In Search of Truth,2021,50,1,Post-Graduate,male,Critic,Employed,Other,2007,112,Summer,6040,2.7,A lackluster effort that fell flat in every conceivable way.,10,21,24,0.1683040927505849,-0.7809692604920502,0.3940440621008387,-0.061925452918376,0
Endless Love,2016,41,0,Post-Graduate,male,Viewer,Employed,Romance,2016,147,Spring,3185,3.5,A work of art that transcends the ordinary.,8,16,33,-0.3242932518852729,2.2554586574397173,-0.6119838986933401,-0.4563550893411536,1
Legends Unleashed,2018,50,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,127,Summer,4095,3.4,A film that was neither remarkable nor forgettable.,8,18,26,0.1683040927505849,0.5203569900501359,-0.291323497879784,-0.4563550893411536,1
Whispers of Hope,2016,18,0,Post-Graduate,female,Viewer,Employed,Drama,2018,120,Summer,389,3.1,A film that lacked the depth I was hoping for.,10,16,35,-1.5831531326213542,-0.0869285935362176,-1.597221789544662,-0.061925452918376,1
Quest for the Crystal,2014,22,0,Post-Graduate,male,Critic,Student,Action/Adventure,1996,109,Summer,3611,2.3,"I expected more, but this movie left me thoroughly disappointed.",10,14,13,-1.3642209794498616,-1.0412345106004874,-0.4618725462245765,-0.061925452918376,0
Whispers of Fate,2017,52,1,Post-Graduate,male,Critic,Employed,Drama,2009,102,Fall,8887,3.3,"Not great, but not terrible. It falls somewhere in between.",10,17,26,0.2777701693363311,-1.648520094186841,1.397253030360393,-0.061925452918376,1
Eternal Sunshine,2021,21,0,Post-Graduate,male,Viewer,Unemployed,Drama,2017,142,Summer,4603,3.9,A stunning testament to the power of cinema.,8,21,34,-1.4189540177427349,1.821683240592322,-0.1123174719311174,-0.4563550893411536,1
Stolen Memories,2011,29,1,Post-Graduate,male,Critic,Employed,Drama,2003,109,Summer,3004,2.5,A disaster from start to finish. Save yourself the agony.,10,11,20,-0.98108971139975,-1.0412345106004874,-0.6757636047892234,-0.061925452918376,0
Raiders of the Unknown,2012,33,1,Completed College,female,Viewer,Employed,Action/Adventure,2018,121,Summer,6957,3.0,An okay watch with some redeeming qualities.,7,12,35,-0.7621575582282577,-0.00017351016673855375,0.7171710813821915,-0.6535699075525425,1
Legends Reborn,2012,55,0,Post-Graduate,female,Critic,Student,Action/Adventure,2008,116,Fall,5896,3.0,A film that didn't quite make a strong impression.,10,12,25,0.4419692842149504,-0.4339489270141339,0.3433021964775947,-0.061925452918376,1
Quest for the Crystal,2022,69,1,Completed College,female,Viewer,Employed,Action/Adventure,1996,109,Summer,3611,3.2,"It was alright, but I've seen better.",8,22,13,1.2082318203151736,-1.0412345106004874,-0.4618725462245765,-0.4563550893411536,1
Giggles and Grins,2022,21,0,Post-Graduate,male,Viewer,Student,Comedy,2012,110,Winter,9926,4.5,A true cinematic gem.,4,22,29,-1.4189540177427349,-0.9544794272310084,1.763369685794772,-1.245214362186709,1
The Uncharted Journey,2022,39,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2007,112,Fall,3948,3.1,A movie that had its moments but didn't resonate.,10,22,24,-0.4337593284710191,-0.7809692604920502,-0.3431224857035123,-0.061925452918376,1
Cosmic Adventures,2022,48,2,Completed College,female,Critic,Employed,Sci-Fi,2012,119,Fall,8655,2.9,An okay watch with some redeeming qualities.,7,22,29,0.0588380161648387,-0.1736836769056967,1.3155022468562776,-0.6535699075525425,0
Empire of Shadows,2017,62,0,Completed College,female,Viewer,Unemployed,Action/Adventure,2017,108,Summer,9606,3.4,A film that didn't leave a lasting impression.,9,17,34,0.8251005522650621,-1.1279895939699665,1.6506099844097852,-0.2591402711297649,1
Stellar Explorers,2022,54,1,Completed College,male,Critic,Unemployed,Sci-Fi,2013,98,Fall,8106,2.7,This movie was so bad it's almost impressive. I can't think of a single redeeming quality.,18,22,30,0.3872362459220773,-1.9955404276647573,1.1220488841676597,1.5157930927727343,0
Legends of Winter,2006,47,1,Completed College,male,Critic,Employed,Drama,2006,108,Fall,2617,2.6,A lackluster attempt that left me bored and uninspired.,9,6,23,0.0041049778719656,-1.1279895939699665,-0.8121323686516917,-0.2591402711297649,0
Endless Love,2020,39,1,Completed High School,female,Viewer,Employed,Romance,2016,147,Spring,3185,3.9,"The performances were top-notch, leaving me in awe.",9,20,33,-0.4337593284710191,2.2554586574397173,-0.6119838986933401,-0.2591402711297649,1
Chronicles of Courage,2021,73,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,1995,132,Summer,1983,3.0,A watchable effort that didn't quite stand out.,9,21,12,1.427163973486666,0.9541324068975312,-1.0355375270206968,-0.2591402711297649,1
Whimsical Whispers,2020,52,2,Completed High School,male,Viewer,Unemployed,Comedy,2020,113,Summer,6627,4.2,A cinematic treasure that leaves you with a warm feeling. It's a must-watch for all ages.,18,20,37,0.2777701693363311,-0.6942141771225712,0.6008876393289239,1.5157930927727343,1
Whispers of Fate,2016,75,0,Post-Graduate,male,Viewer,Retired,Drama,2009,102,Fall,8887,3.5,Overflowing with beauty and heartfelt sincerity.,6,16,26,1.5366300500724122,-1.648520094186841,1.397253030360393,-0.8507847257639313,1
Laughing Waters,2013,79,0,Completed High School,male,Viewer,Retired,Comedy,2006,126,Spring,768,2.3,A trainwreck of a film that I wish I hadn't seen.,12,13,23,1.7555622032439049,0.4336019066806568,-1.4636720182168184,0.3325041835044015,0
Odyssey of Legends,2018,57,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2011,117,Fall,7179,3.5,A testament to the magic of cinema and storytelling.,9,18,28,0.5514353608006966,-0.3471938436446548,0.7953981242180261,-0.2591402711297649,1
Futuristic Frontiers,2006,54,1,Completed College,female,Critic,Employed,Sci-Fi,1988,120,Winter,2755,1.6,A film that left me bewildered and utterly uninterested.,9,6,5,0.3872362459220773,-0.0869285935362176,-0.7635047474294162,-0.2591402711297649,0
Beneath the Surface,2021,23,0,Completed College,male,Viewer,Unemployed,Drama,2011,105,Fall,9202,4.0,Every frame felt like a work of art. A must-see.,11,21,28,-1.3094879411569886,-1.3882548440784035,1.508250861411239,0.1352893652930127,1
Edge of Eternity,2016,55,0,Post-Graduate,female,Viewer,Employed,Drama,2018,104,Winter,4137,3.3,A film that neither impressed nor disappointed me.,8,16,35,0.4419692842149504,-1.4750099274478827,-0.2765237870730045,-0.4563550893411536,1
Legends of Winter,2003,65,0,Post-Graduate,female,Viewer,Employed,Drama,2006,108,Fall,2617,2.7,"This film was a disaster. The script felt like it was written by a five-year-old, and the acting was equally amateurish.",23,3,23,0.9892996671436812,-1.1279895939699665,-0.8121323686516917,2.5018671838296784,0
Enchanted Playtime,2015,18,0,Post-Graduate,male,Viewer,Student,Kids,2004,131,Spring,1041,2.9,An okay narrative that lacked a distinct identity.,8,15,21,-1.5831531326213542,0.8673773235280522,-1.3674738979727517,-0.4563550893411536,0
Eternal Sunshine,2009,80,0,Post-Graduate,female,Viewer,Retired,Drama,2017,142,Summer,4603,4.0,A tale of courage and triumph that left me breathless.,10,9,34,1.8102952415367777,1.821683240592322,-0.1123174719311174,-0.061925452918376,1
Cosmic Adventures,2017,52,0,Post-Graduate,female,Viewer,Employed,Sci-Fi,2012,119,Fall,8655,2.8,"It's neither here nor there, just an average movie.",10,17,29,0.2777701693363311,-0.1736836769056967,1.3155022468562776,-0.061925452918376,0
Forgotten Realms,2019,48,0,Post-Graduate,female,Critic,Employed,Drama,2013,129,Summer,3337,2.8,A passable movie that didn't leave a strong impression.,10,19,30,0.0588380161648387,0.693867156789094,-0.5584230405354714,-0.061925452918376,0
Whispers of Hope,2017,41,0,Post-Graduate,female,Critic,Employed,Drama,2018,120,Summer,389,2.5,An utterly forgettable and regrettable cinematic endeavor.,7,17,35,-0.3242932518852729,-0.0869285935362176,-1.597221789544662,-0.6535699075525425,0
A Glimpse Through Time,2019,42,3,Completed High School,female,Viewer,Employed,Other,1989,111,Fall,8842,2.5,"I was excited to see this film, but it turned out to be a mess. The plot was incoherent, and the characters were forgettable.",24,19,6,-0.2695602135923998,-0.8677243438615293,1.3813961973531292,2.699082002041067,0
Hilarity Unleashed,2014,43,1,Completed College,female,Viewer,Employed,Comedy,2019,121,Fall,7590,4.2,Pure cinematic joy that brought tears to my eyes.,9,14,36,-0.2148271752995267,-0.00017351016673855375,0.9402238656843684,-0.2591402711297649,1
Odyssey of Hope,2018,37,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2019,111,Summer,9797,3.2,"It's an average movie, nothing to rave about.",9,18,36,-0.5432254050567653,-0.8677243438615293,1.7179134311739492,-0.2591402711297649,1
Echoes of Valor,2022,35,0,Completed College,female,Viewer,Employed,Action/Adventure,2020,114,Winter,5527,2.8,"It wasn't remarkable, but it wasn't awful either.",10,22,37,-0.6526914816425115,-0.607459093753092,0.2132761658180318,-0.061925452918376,0
Requiem for a Dream,2012,74,0,Post-Graduate,female,Viewer,Retired,Drama,2008,128,Winter,3517,2.9,"I expected more, but it fell short.",7,12,25,1.4818970117795391,0.6071120734196149,-0.4949957085064164,-0.6535699075525425,0
Quest for Glory,2020,48,1,Completed College,male,Critic,Employed,Action/Adventure,2009,140,Spring,8533,2.9,A watchable film that didn't fully capture my attention.,10,20,26,0.0588380161648387,1.6481730738533638,1.2725126107032514,-0.061925452918376,0
Guardians of the Ancients,2001,42,1,Completed High School,female,Viewer,Unemployed,Action/Adventure,2014,116,Summer,3224,3.1,"Some scenes were interesting, others were forgettable.",7,1,31,-0.2695602135923998,-0.4339489270141339,-0.598241310087045,-0.6535699075525425,1
Stellar Explorers,2018,18,0,Completed College,female,Viewer,Student,Sci-Fi,2013,98,Fall,8106,3.9,A must-watch for anyone who appreciates true art.,9,18,30,-1.5831531326213542,-1.9955404276647573,1.1220488841676597,-0.2591402711297649,1
Romancing the Heart,2022,18,0,Completed College,female,Viewer,Student,Romance,2016,113,Summer,9860,4.1,Epic storytelling at its best.,5,22,33,-1.5831531326213542,-0.6942141771225712,1.7401129973841185,-1.04799954397532,1
Midnight Shadows,2008,60,0,Post-Graduate,male,Viewer,Retired,Horror,1995,140,Summer,4464,2.8,A neutral watch that neither impressed nor disappointed.,8,8,12,0.7156344756793158,1.6481730738533638,-0.1612974672202211,-0.4563550893411536,0
Odyssey of Hope,2021,43,1,Completed High School,female,Viewer,Employed,Action/Adventure,2019,111,Summer,9797,3.7,Every frame felt like a work of art. A must-see.,11,21,36,-0.2148271752995267,-0.8677243438615293,1.7179134311739492,0.1352893652930127,1
Wanderlust,2009,43,0,Completed High School,male,Viewer,Employed,Other,1998,112,Summer,3716,2.7,A film that was as dull as it was disappointing.,10,9,15,-0.2148271752995267,-0.7809692604920502,-0.4248732692076277,-0.061925452918376,0
Giggles and Grins,2019,49,0,Post-Graduate,female,Critic,Employed,Comedy,2012,110,Winter,9926,3.0,An in-between experience that hovered in mediocrity.,8,19,29,0.1135710544577118,-0.9544794272310084,1.763369685794772,-0.4563550893411536,1
Eternal Sunshine,2021,55,0,Completed High School,male,Critic,Employed,Drama,2017,142,Summer,4603,3.9,An instant classic that will be cherished for years.,9,21,34,0.4419692842149504,1.821683240592322,-0.1123174719311174,-0.2591402711297649,1
Beyond Boundaries,2003,43,0,Post-Graduate,female,Viewer,Unemployed,Other,2018,114,Fall,8184,2.9,"It had potential, but it didn't fully deliver. I was hoping for better.",14,3,35,-0.2148271752995267,-0.607459093753092,1.1495340613802505,0.7269338199271791,0
Beyond Boundaries,2012,45,1,Completed High School,female,Viewer,Employed,Other,2018,114,Fall,8184,3.5,Astonishingly well done.,3,12,35,-0.1053610987137805,-0.607459093753092,1.1495340613802505,-1.4424291803980978,1
Guardians of the Ancients,2022,29,1,Completed College,female,Viewer,Employed,Action/Adventure,2014,116,Summer,3224,2.6,"I expected more, but this movie left me thoroughly dissatisfied.",10,22,31,-0.98108971139975,-0.4339489270141339,-0.598241310087045,-0.061925452918376,0
Beyond the Horizon,2018,50,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,2010,107,Spring,6820,2.9,"I expected more, but it was just okay.",8,18,27,0.1683040927505849,-1.2147446773394457,0.668895834226744,-0.4563550893411536,0
Fun Under the Sun,2013,63,0,Post-Graduate,female,Critic,Employed,Comedy,2019,123,Summer,7699,3.0,A middle-of-the-road outing that left me with mixed feelings.,12,13,36,0.8798335905579351,0.1733366565722195,0.9786326389686296,0.3325041835044015,1
Mystic Whispers,2020,80,0,Post-Graduate,female,Critic,Retired,Drama,2010,122,Summer,857,2.4,"I couldn't wait for this movie to end. It was painful to watch, and I couldn't care less about the characters.",23,20,27,1.8102952415367777,0.0865815732027405,-1.432310726269119,2.5018671838296784,0
Raiders of the Unknown,2017,75,0,Post-Graduate,female,Viewer,Retired,Action/Adventure,2018,121,Summer,6957,3.0,Neither remarkable nor forgettable - an average flick.,7,17,35,1.5366300500724122,-0.00017351016673855375,0.7171710813821915,-0.6535699075525425,1
Futuristic Frontiers,2020,55,0,Completed High School,female,Critic,Employed,Sci-Fi,1988,120,Winter,2755,1.2,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,20,5,0.4419692842149504,-0.0869285935362176,-0.7635047474294162,1.3185782745613457,0
Magic of Childhood,2021,64,0,Post-Graduate,female,Critic,Employed,Kids,2014,126,Winter,1036,2.2,A complete letdown that I wouldn't wish upon anyone.,10,21,31,0.9345666288508082,0.4336019066806568,-1.369235768306892,-0.061925452918376,0
In Search of Truth,2016,41,1,Completed College,male,Viewer,Employed,Other,2007,112,Summer,6040,3.1,A neutral watch that didn't evoke strong emotions.,9,16,24,-0.3242932518852729,-0.7809692604920502,0.3940440621008387,-0.2591402711297649,1
Clash of Titans,2015,38,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,2015,118,Summer,3638,2.9,"A middle-of-the-road movie, nothing exceptional.",8,15,32,-0.4884923667638922,-0.2604387602751757,-0.4523584464202183,-0.4563550893411536,0
Whispers of Hope,2016,31,0,Completed College,female,Viewer,Employed,Drama,2018,120,Summer,389,3.3,"Some moments were good, others not so much.",8,16,35,-0.8716236348140038,-0.0869285935362176,-1.597221789544662,-0.4563550893411536,1
Cursed Kingdom,2015,42,1,Completed College,female,Viewer,Employed,Drama,2000,131,Summer,5101,3.8,Unforgettable movie moments.,3,15,17,-0.2695602135923998,0.8673773235280522,0.0631648133492681,-1.4424291803980978,1
Rolling on the Floor,2015,37,1,Post-Graduate,female,Viewer,Employed,Comedy,2015,129,Summer,410,4.0,Couldn't stop smiling!,4,15,32,-0.5432254050567653,0.693867156789094,-1.5898219341412725,-1.245214362186709,1
Secret of the Ancients,2016,74,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2020,115,Summer,9029,3.4,An average journey that didn't evoke strong reactions.,9,16,37,1.4818970117795391,-0.520704010383613,1.447290147849981,-0.2591402711297649,1
Edge of Eternity,2022,67,0,Post-Graduate,female,Viewer,Employed,Drama,2018,104,Winter,4137,3.5,A cinematic triumph that left me in awe.,8,22,35,1.0987657437294276,-1.4750099274478827,-0.2765237870730045,-0.4563550893411536,1
Unseen Horizons,2018,37,1,Completed High School,female,Critic,Unemployed,Drama,2010,127,Summer,7985,3.4,An average film that didn't evoke strong emotions.,9,18,27,-0.5432254050567653,0.5203569900501359,1.0794116220814616,-0.2591402711297649,1
Beyond the Horizon,2012,65,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2010,107,Spring,6820,2.8,"It didn't exceed my expectations, but it wasn't bad.",11,12,27,0.9892996671436812,-1.2147446773394457,0.668895834226744,0.1352893652930127,0
Midnight Whispers,2020,29,0,Completed High School,female,Viewer,Employed,Drama,2012,115,Summer,9341,3.8,Exceptional storytelling.,2,20,29,-0.98108971139975,-0.520704010383613,1.557230856700343,-1.6396439986094864,1
Mystic Shadows,2020,24,0,Completed College,male,Viewer,Employed,Drama,2010,120,Summer,1455,3.3,A middle-of-the-road experience with its ups and downs.,11,20,27,-1.2547549028641154,-0.0869285935362176,-1.2215910343059249,0.1352893652930127,1
Stellar Explorers,2015,51,1,Post-Graduate,female,Viewer,Employed,Sci-Fi,2013,98,Fall,8106,2.8,A movie that didn't quite make a lasting impression.,10,15,30,0.223037131043458,-1.9955404276647573,1.1220488841676597,-0.061925452918376,0
Raiders of the Unknown,2012,70,0,Completed High School,female,Critic,Retired,Action/Adventure,2018,121,Summer,6957,2.3,This movie was so bad it's almost impressive. I can't think of a single redeeming quality.,18,12,35,1.2629648586080469,-0.00017351016673855375,0.7171710813821915,1.5157930927727343,0
Reflections of Reality,2010,31,0,Completed College,male,Viewer,Retired,Other,2019,132,Summer,2599,2.7,"I wanted to like this movie, but it was a disappointment. The story felt rushed, and the characters lacked depth.",20,10,36,-0.8716236348140038,0.9541324068975312,-0.8184751018545973,1.910222729195512,0
Mystic Shadows,2004,34,1,Post-Graduate,female,Viewer,Employed,Drama,2010,120,Summer,1455,3.5,Emotional rollercoaster ride.,3,4,27,-0.7074245199353846,-0.0869285935362176,-1.2215910343059249,-1.4424291803980978,1
Tales of Tiny Explorers,2010,18,0,Completed College,male,Viewer,Student,Kids,2002,118,Fall,4368,2.8,A middle-of-the-road narrative that lacked depth.,9,10,19,-1.5831531326213542,-0.2604387602751757,-0.1951253776357171,-0.2591402711297649,0
Forgotten Realms,2020,44,1,Post-Graduate,female,Critic,Employed,Drama,2013,129,Summer,3337,3.6,A true gem of cinema.,5,20,30,-0.1600941370066536,0.693867156789094,-0.5584230405354714,-1.04799954397532,1
Unbreakable Bonds,2017,49,0,Post-Graduate,female,Critic,Employed,Romance,2015,121,Spring,6916,2.5,"Regret watching this, waste of time.",6,17,32,0.1135710544577118,-0.00017351016673855375,0.7027237446422401,-0.8507847257639313,0
The Mysterious Expedition,2021,29,1,Completed College,female,Viewer,Employed,Action/Adventure,2016,145,Fall,5056,3.2,A movie that failed to leave a memorable mark.,9,21,33,-0.98108971139975,2.0819484907007593,0.0473079803420044,-0.2591402711297649,1
Raiders of the Unknown,2018,51,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,2018,121,Summer,6957,3.2,It's neither remarkable nor terrible.,6,18,35,0.223037131043458,-0.00017351016673855375,0.7171710813821915,-0.8507847257639313,1
The Mysterious Expedition,2022,76,0,Completed College,female,Viewer,Retired,Action/Adventure,2016,145,Fall,5056,3.4,"It's a so-so movie, not great but not awful.",11,22,33,1.5913630883652854,2.0819484907007593,0.0473079803420044,0.1352893652930127,1
Innocence Lost,2020,39,0,Post-Graduate,male,Viewer,Employed,Drama,2011,131,Summer,3260,3.9,Utterly compelling and artistically captivating.,5,20,28,-0.4337593284710191,0.8673773235280522,-0.5855558436812339,-1.04799954397532,1
Fun Under the Sun,2012,38,0,Post-Graduate,female,Viewer,Employed,Comedy,2019,123,Summer,7699,3.9,Stellar performances and an unforgettable storyline.,6,12,36,-0.4884923667638922,0.1733366565722195,0.9786326389686296,-0.8507847257639313,1
Realm of Illusions,2012,67,0,Post-Graduate,female,Viewer,Employed,Drama,2005,112,Summer,1520,3.4,An average watch that didn't leave a strong impression.,10,12,22,1.0987657437294276,-0.7809692604920502,-1.1986867199620994,-0.061925452918376,1
Lost Horizon,2012,72,0,Completed College,male,Viewer,Retired,Drama,2018,111,Spring,2643,3.4,"I expected more, but it fell short.",7,12,35,1.372430935193793,-0.8677243438615293,-0.8029706429141615,-0.6535699075525425,1
Echoes of Eternity,2010,18,0,Post-Graduate,male,Viewer,Student,Drama,1998,126,Summer,7245,4.5,A cinematic masterpiece.,3,10,15,-1.5831531326213542,0.4336019066806568,0.8186548126286796,-1.4424291803980978,1
Journey to the Unknown,2020,73,0,Completed College,female,Viewer,Retired,Action/Adventure,2000,107,Summer,2537,2.7,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,20,17,1.427163973486666,-1.2147446773394457,-0.8403222939979385,1.3185782745613457,0
Whispers of Hope,2019,34,1,Completed High School,female,Viewer,Employed,Drama,2018,120,Summer,389,3.5,An extraordinary journey that left me inspired.,7,19,35,-0.7074245199353846,-0.0869285935362176,-1.597221789544662,-0.6535699075525425,1
Visions of Valor,2013,58,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,1987,120,Fall,2574,2.3,A movie that failed to deliver on its promises. Disappointing.,10,13,4,0.6061683990935697,-0.0869285935362176,-0.8272844535252993,-0.061925452918376,0
The Mysterious Expedition,2019,60,0,Completed College,male,Critic,Employed,Action/Adventure,2016,145,Fall,5056,2.5,A film that lacked any semblance of quality or coherence.,10,19,33,0.7156344756793158,2.0819484907007593,0.0473079803420044,-0.061925452918376,0
Crazy Antics,2005,18,0,Completed High School,male,Viewer,Employed,Comedy,1992,131,Winter,6745,3.4,An in-between experience that left me with mixed thoughts.,10,5,9,-1.5831531326213542,0.8673773235280522,0.6424677792146377,-0.061925452918376,1
Dark Descent,2006,44,0,Completed College,female,Viewer,Unemployed,Horror,2015,111,Spring,2185,1.9,"I expected more, but this movie left me thoroughly disappointed.",10,6,32,-0.1600941370066536,-0.8677243438615293,-0.9643579655214238,-0.061925452918376,0
Hilarity Unleashed,2021,80,0,Completed College,female,Viewer,Retired,Comedy,2019,121,Fall,7590,4.2,Spectacular and moving.,3,21,36,1.8102952415367777,-0.00017351016673855375,0.9402238656843684,-1.4424291803980978,1
Innocence Lost,2015,77,0,Post-Graduate,female,Viewer,Retired,Drama,2011,131,Summer,3260,4.1,A powerful cinematic gem.,4,15,28,1.6460961266581584,0.8673773235280522,-0.5855558436812339,-1.245214362186709,1
Eerie Echoes,2019,35,0,Post-Graduate,female,Critic,Employed,Horror,2018,112,Fall,9634,2.6,A movie that failed to deliver on its promises. Disappointing.,10,19,35,-0.6526914816425115,-0.7809692604920502,1.6604764582809717,-0.061925452918376,0
Odyssey of Hope,2011,44,0,Completed College,female,Viewer,Employed,Action/Adventure,2019,111,Summer,9797,3.1,"I expected more, but it fell short.",7,11,36,-0.1600941370066536,-0.8677243438615293,1.7179134311739492,-0.6535699075525425,1
Enchanted Hearts,2020,52,2,Completed High School,female,Viewer,Employed,Romance,2019,137,Summer,9467,3.9,"An absolute masterpiece! The performances, the music, and the visuals are all top-notch.",14,20,36,0.2777701693363311,1.3879078237449267,1.6016299891206816,0.7269338199271791,1
Beyond Boundaries,2011,18,0,Completed High School,male,Viewer,Employed,Other,2018,114,Fall,8184,2.9,"It didn't wow me, but it was watchable.",9,11,35,-1.5831531326213542,-0.607459093753092,1.1495340613802505,-0.2591402711297649,0
Guardians of the Ancients,2017,24,0,Completed High School,female,Viewer,Employed,Action/Adventure,2014,116,Summer,3224,2.4,"I had high hopes for this movie, but it let me down in every way. The plot was confusing, and the acting was terrible.",24,17,31,-1.2547549028641154,-0.4339489270141339,-0.598241310087045,2.699082002041067,0
Whispers of Fate,2013,25,0,Post-Graduate,male,Viewer,Employed,Drama,2009,102,Fall,8887,3.5,A genuine masterpiece that left me in awe.,8,13,26,-1.2000218645712424,-1.648520094186841,1.397253030360393,-0.4563550893411536,1
Mystic Whispers,2016,47,0,Post-Graduate,female,Viewer,Employed,Drama,2010,122,Summer,857,3.3,"Some scenes were interesting, others were forgettable.",7,16,27,0.0041049778719656,0.0865815732027405,-1.432310726269119,-0.6535699075525425,1
Wanderlust,2020,72,0,Post-Graduate,male,Viewer,Retired,Other,1998,112,Summer,3716,2.5,A complete waste of time that I won't get back.,11,20,15,1.372430935193793,-0.7809692604920502,-0.4248732692076277,0.1352893652930127,0
The Last Crusade,2021,20,0,Completed College,male,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,2.3,"I can't believe I wasted money on a ticket to see this. The characters were one-dimensional, and the story was dull and uninspired.",25,21,32,-1.473687056035608,-1.3014997607089247,-0.1514309933490348,2.8962968202524557,0
Romancing the Heart,2021,62,0,Post-Graduate,female,Viewer,Unemployed,Romance,2016,113,Summer,9860,3.6,A cinematic triumph!,3,21,33,0.8251005522650621,-0.6942141771225712,1.7401129973841185,-1.4424291803980978,1
Unseen Horizons,2021,60,0,Completed College,male,Viewer,Employed,Drama,2010,127,Summer,7985,3.9,Spectacular and moving.,3,21,27,0.7156344756793158,0.5203569900501359,1.0794116220814616,-1.4424291803980978,1
Cosmic Adventures,2010,34,1,Completed College,male,Viewer,Employed,Sci-Fi,2012,119,Fall,8655,3.4,I found it to be just average. Nothing special.,9,10,29,-0.7074245199353846,-0.1736836769056967,1.3155022468562776,-0.2591402711297649,1
Odyssey of Legends,2011,39,1,Post-Graduate,male,Critic,Employed,Action/Adventure,2011,117,Fall,7179,2.3,A lackluster effort that failed to engage or entertain.,9,11,28,-0.4337593284710191,-0.3471938436446548,0.7953981242180261,-0.2591402711297649,0
Magic of Childhood,2012,41,1,Completed High School,female,Viewer,Employed,Kids,2014,126,Winter,1036,3.0,I neither loved it nor hated it.,7,12,31,-0.3242932518852729,0.4336019066806568,-1.369235768306892,-0.6535699075525425,1
Amour Forever,2018,18,0,Post-Graduate,female,Critic,Employed,Romance,2004,134,Fall,6251,2.2,A misfire that lacked direction and purpose. Avoid at all costs.,11,18,21,-1.5831531326213542,1.1276425736364897,0.4683949902015644,0.1352893652930127,0
Journey to the Unknown,2019,76,0,Post-Graduate,female,Critic,Retired,Action/Adventure,2000,107,Summer,2537,2.1,"Total disaster, worst movie ever.",5,19,17,1.5913630883652854,-1.2147446773394457,-0.8403222939979385,-1.04799954397532,0
The Last Crusade,2019,28,1,Post-Graduate,female,Viewer,Unemployed,Action/Adventure,2015,106,Winter,4492,3.0,An okay outing that didn't fully engage me.,9,19,32,-1.0358227496926231,-1.3014997607089247,-0.1514309933490348,-0.2591402711297649,1
Whimsical Whispers,2020,73,0,Completed High School,male,Viewer,Employed,Comedy,2020,113,Summer,6627,3.9,Brilliantly crafted and emotionally resonant.,5,20,37,1.427163973486666,-0.6942141771225712,0.6008876393289239,-1.04799954397532,1
Whispers in the Dark,2002,80,0,Post-Graduate,male,Viewer,Retired,Horror,2020,130,Spring,2052,2.6,"A cinematic catastrophe. The plot was a jumbled mess, and the characters were unlikable.",14,2,37,1.8102952415367777,0.7806222401585731,-1.011223716409559,0.7269338199271791,0
Lost in Time,2019,34,0,Completed College,female,Viewer,Unemployed,Drama,2019,119,Summer,8311,3.9,An enchanting escape into a world of wonder.,8,19,36,-0.7074245199353846,-0.1736836769056967,1.194285567867417,-0.4563550893411536,1
Legends Unleashed,2021,28,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2009,127,Summer,4095,2.4,A film that left me bewildered and completely unimpressed.,9,21,26,-1.0358227496926231,0.5203569900501359,-0.291323497879784,-0.2591402711297649,0
Futuristic Frontiers,2022,80,0,Completed College,female,Viewer,Retired,Sci-Fi,1988,120,Winter,2755,2.0,"I wouldn't recommend this movie to anyone. It was boring, poorly acted, and had a terrible script.",18,22,5,1.8102952415367777,-0.0869285935362176,-0.7635047474294162,1.5157930927727343,0
