title,review_year,age,children_in_home,education,gender,reviewer_type,work_status,genre,release_year,length_minutes,season,total_reviews,rating,review_text,word_count,review_year_0,release_year_0,age_sc,length_minutes_sc,total_reviews_sc,word_count_sc,rating_good
Eerie Echoes,2022,33,0,Post-Graduate,male,Viewer,Employed,Horror,2018,112,Fall,9634,3.6,A heartfelt and beautifully crafted cinematic journey.,7,22,35,-0.7621575582282577,-0.7809692604920502,1.6604764582809715,-0.5314825369521267,1
Empire of Shadows,2009,80,0,Completed College,female,Viewer,Employed,Action/Adventure,2017,108,Summer,9606,3.5,"An instant classic, indeed.",4,9,34,1.8102952415367777,-1.1279895939699665,1.6506099844097852,-1.1178921032840061,1
Stellar Explorers,2011,26,2,Post-Graduate,female,Viewer,Employed,Sci-Fi,2013,98,Fall,8106,3,"It didn't leave a lasting impression, but it wasn't painful to watch.",14,11,30,-1.1452888262783694,-1.9955404276647573,1.1220488841676597,0.836806451155592,1
Frozen in Time,2021,41,0,Post-Graduate,male,Viewer,Employed,Drama,1984,141,Winter,2736,3.6,"An emotional and visual treat. The characters were well-developed, and the storyline was both heartwarming and profound. Highly recommended!",20,21,1,-0.3242932518852729,1.734928157222843,-0.7701998546991498,2.009625583819351,1
Whimsical Whispers,2011,52,1,Post-Graduate,male,Viewer,Employed,Comedy,2020,113,Summer,6627,2.9,A movie that failed to leave a strong impact.,9,11,37,0.2777701693363311,-0.6942141771225712,0.6008876393289239,-0.14054282606420698,0
Unbreakable Bonds,2017,49,0,Post-Graduate,female,Critic,Employed,Romance,2015,121,Spring,6916,2,"Regret watching this, waste of time.",6,17,32,0.11357105445771182,-1.7351016673855377e-4,0.7027237446422401,-0.7269523923960864,0
Whispers in the Dark,2020,43,0,Post-Graduate,male,Viewer,Employed,Horror,2020,130,Spring,2052,3.3,An adequate watch with its share of strengths and weaknesses.,10,20,37,-0.21482717529952675,0.7806222401585731,-1.011223716409559,0.05492702937975282,1
Lost Horizon,2016,40,1,Post-Graduate,female,Viewer,Employed,Drama,2018,111,Spring,2643,3.5,A cinematic triumph!,3,16,35,-0.379026290178146,-0.8677243438615293,-0.8029706429141615,-1.313361958727966,1
Secret of the Ancients,2014,45,0,Post-Graduate,female,Critic,Employed,Action/Adventure,2020,115,Summer,9029,2.3,An uninspired mess that left me wondering why it was made.,11,14,37,-0.10536109871378055,-0.520704010383613,1.447290147849981,0.25039688482371264,0
Galactic Odyssey,2015,34,0,Completed College,male,Viewer,Employed,Sci-Fi,2010,113,Winter,3673,3.2,An average journey that didn't evoke strong reactions.,9,15,27,-0.7074245199353846,-0.6942141771225712,-0.44002535408123533,-0.14054282606420698,1
Fading Memories,2014,35,1,Post-Graduate,male,Viewer,Employed,Drama,2001,133,Winter,1885,3.7,A work of pure genius.,5,14,18,-0.6526914816425115,1.0408874902670102,-1.070070185569849,-0.9224222478400462,1
Endless Love,2020,63,0,Post-Graduate,male,Viewer,Employed,Romance,2016,147,Spring,3185,3.3,"I wouldn't call it a masterpiece, but it wasn't terrible either.",13,20,33,0.8798335905579351,2.2554586574397173,-0.6119838986933401,0.6413365957116323,1
Whimsical Whispers,2006,75,0,Completed College,female,Viewer,Retired,Comedy,2020,113,Summer,6627,2.9,Meh. It was neither great nor terrible. I had mixed feelings about this one.,14,6,37,1.5366300500724122,-0.6942141771225712,0.6008876393289239,0.836806451155592,0
Frozen in Time,2007,26,2,Post-Graduate,female,Viewer,Employed,Drama,1984,141,Winter,2736,3.4,A middle-of-the-road watch that left me feeling neutral.,11,7,1,-1.1452888262783694,1.734928157222843,-0.7701998546991498,0.25039688482371264,1
Love's Embrace,2014,44,0,Post-Graduate,male,Viewer,Employed,Romance,1983,112,Winter,9616,3.2,A film that didn't fully engage me but had its moments.,12,14,0,-0.16009413700665365,-0.7809692604920502,1.654133725078066,0.4458667402676725,1
Eerie Echoes,2020,59,0,Completed College,male,Viewer,Employed,Horror,2018,112,Fall,9634,3.5,A must-watch masterpiece.,4,20,35,0.6609014373864428,-0.7809692604920502,1.6604764582809715,-1.1178921032840061,1
Midnight Shadows,2005,51,1,Post-Graduate,female,Viewer,Employed,Horror,1995,140,Summer,4464,3.5,A tale of courage and triumph that left me breathless.,10,5,12,0.22303713104345801,1.6481730738533638,-0.16129746722022112,0.05492702937975282,1
Wanderlust,2022,75,0,Completed College,female,Viewer,Unemployed,Other,1998,112,Summer,3716,3.2,A middle-of-the-road watch that left me feeling neutral.,11,22,15,1.5366300500724122,-0.7809692604920502,-0.42487326920762775,0.25039688482371264,1
Beyond the Horizon,2015,33,0,Post-Graduate,female,Critic,Employed,Action/Adventure,2010,107,Spring,6820,1.7,A disaster from start to finish. Save yourself the agony.,10,15,27,-0.7621575582282577,-1.2147446773394455,0.668895834226744,0.05492702937975282,0
Joyful Journeys,2014,36,0,Post-Graduate,male,Critic,Employed,Kids,2005,111,Spring,9030,1.9,"I expected more, but this movie left me utterly disappointed.",10,14,22,-0.5979584433496384,-0.8677243438615293,1.447642521916809,0.05492702937975282,0
Legends Reborn,2012,55,0,Post-Graduate,female,Critic,Student,Action/Adventure,2008,116,Fall,5896,2.4,An uninspired mess that left me wondering why I bothered.,10,12,25,0.4419692842149504,-0.4339489270141339,0.3433021964775947,0.05492702937975282,0
Enchanted Expeditions,2013,38,2,Post-Graduate,female,Critic,Employed,Action/Adventure,2017,109,Summer,1969,1.8,A complete waste of time that I deeply regret.,9,13,34,-0.4884923667638922,-1.0412345106004874,-1.04047076395629,-0.14054282606420698,0
Echoes of Eternity,2010,80,0,Post-Graduate,female,Viewer,Retired,Drama,1998,126,Summer,7245,3.9,Top-notch entertainment!,3,10,15,1.8102952415367777,0.4336019066806568,0.8186548126286796,-1.313361958727966,1
A Glimpse Through Time,2011,35,1,Post-Graduate,male,Viewer,Employed,Other,1989,111,Fall,8842,3.3,A neutral watch that didn't evoke strong emotions.,9,11,6,-0.6526914816425115,-0.8677243438615293,1.3813961973531292,-0.14054282606420698,1
Eternal Sunshine,2017,52,0,Post-Graduate,female,Critic,Employed,Drama,2017,142,Summer,4603,2.6,A film that fell short of every expectation. Disappointing.,9,17,34,0.2777701693363311,1.821683240592322,-0.11231747193111749,-0.14054282606420698,0
Enchanted Expeditions,2021,64,0,Completed College,male,Viewer,Employed,Action/Adventure,2017,109,Summer,1969,3.2,"I wouldn't call it memorable, just a typical movie.",10,21,34,0.9345666288508082,-1.0412345106004874,-1.04047076395629,0.05492702937975282,1
Unbreakable Bonds,2004,24,0,Completed High School,female,Viewer,Employed,Romance,2015,121,Spring,6916,3.6,Overflowing with charm and genuine heart.,6,4,32,-1.2547549028641154,-1.7351016673855377e-4,0.7027237446422401,-0.7269523923960864,1
Realm of Illusions,2018,67,0,Completed College,male,Viewer,Employed,Drama,2005,112,Summer,1520,3.5,Incredible storytelling and breathtaking visuals. I couldn't take my eyes off the screen.,14,18,22,1.0987657437294276,-0.7809692604920502,-1.1986867199620994,0.836806451155592,1
Eternal Echoes,2012,18,0,Completed College,male,Viewer,Unemployed,Drama,1992,136,Summer,7130,4.2,A true cinematic gem.,4,12,9,-1.5831531326213542,1.3011527403754475,0.77813179494345,-1.1178921032840061,1
Under the Rainbow,2022,27,1,Post-Graduate,female,Critic,Employed,Kids,1996,122,Summer,530,3.1,"It's an average film, nothing more, nothing less.",9,22,13,-1.0905557879854961,0.08658157320274051,-1.5475370461219025,-0.14054282606420698,1
Innocence Lost,2009,80,0,Completed College,male,Viewer,Retired,Drama,2011,131,Summer,3260,3.8,A heartwarming tale that warmed my soul.,7,9,28,1.8102952415367777,0.8673773235280522,-0.5855558436812339,-0.5314825369521267,1
The Uncharted Journey,2011,66,0,Completed College,male,Viewer,Employed,Action/Adventure,2007,112,Fall,3948,2.9,"It's an average movie, nothing to rave about.",9,11,24,1.0440327054365544,-0.7809692604920502,-0.34312248570351234,-0.14054282606420698,0
Chronicles of Destiny,2015,27,1,Completed College,female,Viewer,Employed,Action/Adventure,2000,125,Fall,4695,3.5,Brilliant acting and direction.,4,15,17,-1.0905557879854961,0.3468468233111777,-0.0798990577829338,-1.1178921032840061,1
Whispers of Hope,2015,18,0,Post-Graduate,female,Viewer,Employed,Drama,2018,120,Summer,389,3.7,A film to remember.,4,15,35,-1.5831531326213542,-0.08692859353621762,-1.597221789544662,-1.1178921032840061,1
Tales of Tiny Explorers,2008,18,0,Completed College,female,Viewer,Student,Kids,2002,118,Fall,4368,3.6,"A must-see for everyone. This film has it all - action, emotion, and a powerful message.",16,8,19,-1.5831531326213542,-0.26043876027517576,-0.19512537763571716,1.2277461620435117,1
Silly Adventures,2011,80,0,Completed High School,female,Critic,Retired,Comedy,2018,127,Summer,607,1.2,A lackluster effort that fell flat in every possible way.,10,11,35,1.8102952415367777,0.5203569900501359,-1.52040424297614,0.05492702937975282,0
Echoes of Eternity,2017,72,0,Completed High School,female,Viewer,Employed,Drama,1998,126,Summer,7245,4.1,A captivating masterpiece that left me speechless.,7,17,15,1.3724309351937929,0.4336019066806568,0.8186548126286796,-0.5314825369521267,1
Unseen Horizons,2013,29,1,Post-Graduate,male,Viewer,Unemployed,Drama,2010,127,Summer,7985,4.4,Brilliant acting and direction.,4,13,27,-0.98108971139975,0.5203569900501359,1.0794116220814616,-1.1178921032840061,1
Frozen in Time,2012,18,0,Completed College,female,Viewer,Student,Drama,1984,141,Winter,2736,4.1,A remarkable testament to the power of storytelling.,8,12,1,-1.5831531326213542,1.734928157222843,-0.7701998546991498,-0.3360126815081668,1
Magic of Childhood,2020,80,0,Post-Graduate,male,Viewer,Retired,Kids,2014,126,Winter,1036,3,"It's just an average movie, nothing special.",8,20,31,1.8102952415367777,0.4336019066806568,-1.369235768306892,-0.3360126815081668,1
Fun Under the Sun,2013,63,0,Post-Graduate,female,Critic,Employed,Comedy,2019,123,Summer,7699,1.5,Total letdown.,2,13,36,0.8798335905579351,0.17333665657221958,0.9786326389686296,-1.5088318141719257,0
Cursed Kingdom,2016,31,1,Completed College,female,Viewer,Employed,Drama,2000,131,Summer,5101,4.3,"Wow, what a great film!",5,16,17,-0.8716236348140038,0.8673773235280522,0.06316481334926818,-0.9224222478400462,1
Guardians of Destiny,2009,42,3,Completed College,female,Viewer,Employed,Action/Adventure,2004,119,Winter,374,3,"It didn't exceed my expectations, but it wasn't bad.",11,9,21,-0.26956021359239984,-0.1736836769056967,-1.6025074005470834,0.25039688482371264,1
The Mysterious Expedition,2022,76,0,Completed College,female,Viewer,Retired,Action/Adventure,2016,145,Fall,5056,3.5,A symphony of emotions that left me deeply touched.,9,22,33,1.5913630883652854,2.0819484907007593,0.04730798034200442,-0.14054282606420698,1
Quest for Glory,2014,65,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2009,140,Spring,8533,3.5,A mesmerizing and emotionally resonant triumph.,6,14,26,0.9892996671436813,1.6481730738533638,1.2725126107032514,-0.7269523923960864,1
Fun Under the Sun,2014,22,0,Completed High School,female,Viewer,Unemployed,Comedy,2019,123,Summer,7699,3.2,It's neither remarkable nor terrible.,6,14,36,-1.3642209794498616,0.17333665657221958,0.9786326389686296,-0.7269523923960864,1
Chronicles of Courage,2016,51,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,1995,132,Summer,1983,3.4,"I wouldn't call it memorable, just a typical movie.",10,16,12,0.22303713104345801,0.9541324068975312,-1.0355375270206968,0.05492702937975282,1
The Last Crusade,2010,66,0,Completed College,female,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,2.9,A so-so experience that didn't quite connect.,9,10,32,1.0440327054365544,-1.3014997607089247,-0.1514309933490348,-0.14054282606420698,0
The Enigmatic Drama,2019,61,0,Completed College,female,Critic,Employed,Drama,2018,118,Summer,5690,2.7,A film that left me baffled and questioning its existence.,10,19,35,0.7703675139721889,-0.26043876027517576,0.2707131387110095,0.05492702937975282,0
Romancing the Heart,2021,62,0,Post-Graduate,female,Viewer,Unemployed,Romance,2016,113,Summer,9860,3.7,A cinematic triumph!,3,21,33,0.8251005522650621,-0.6942141771225712,1.7401129973841185,-1.313361958727966,1
Rising Stars,2021,33,1,Post-Graduate,female,Viewer,Unemployed,Drama,2000,112,Summer,2889,3.9,A symphony of emotions that left me deeply touched.,9,21,17,-0.7621575582282577,-0.7809692604920502,-0.716286622474453,-0.14054282606420698,1
Unbreakable Bonds,2022,57,1,Post-Graduate,male,Critic,Employed,Romance,2015,121,Spring,6916,2.2,A film that fell short of every expectation. Disheartening.,9,22,32,0.5514353608006966,-1.7351016673855377e-4,0.7027237446422401,-0.14054282606420698,0
Stolen Memories,2021,80,0,Completed High School,male,Viewer,Employed,Drama,2003,109,Summer,3004,3.5,Absolutely loved this movie! A true masterpiece. The brilliant storytelling and exceptional performances kept me engaged from start to finish. It's a must-watch for anyone who appreciates meaningful cinema.,31,21,20,1.8102952415367777,-1.0412345106004874,-0.6757636047892234,4.159793993702909,1
Romancing the Heart,2022,18,0,Completed College,female,Viewer,Student,Romance,2016,113,Summer,9860,4.9,Epic storytelling at its best.,5,22,33,-1.5831531326213542,-0.6942141771225712,1.7401129973841185,-0.9224222478400462,1
Laughter Therapy,2011,20,0,Completed College,male,Viewer,Employed,Comedy,1996,143,Summer,2829,2.9,A so-so narrative that left me feeling indifferent.,9,11,13,-1.473687056035608,1.908438323961801,-0.737429066484138,-0.14054282606420698,0
Reflections of Reality,2021,75,0,Completed College,female,Viewer,Retired,Other,2019,132,Summer,2599,3.7,An extraordinary journey that left me inspired.,7,21,36,1.5366300500724122,0.9541324068975312,-0.8184751018545973,-0.5314825369521267,1
Fading Memories,2022,80,0,Completed College,male,Viewer,Retired,Drama,2001,133,Winter,1885,3.6,Bravo! A remarkable and soul-stirring experience.,7,22,18,1.8102952415367777,1.0408874902670102,-1.070070185569849,-0.5314825369521267,1
Empire of Shadows,2009,75,0,Completed High School,male,Viewer,Retired,Action/Adventure,2017,108,Summer,9606,3.6,Movie perfection achieved.,3,9,34,1.5366300500724122,-1.1279895939699665,1.6506099844097852,-1.313361958727966,1
Mystic Whispers,2013,66,0,Post-Graduate,female,Viewer,Employed,Drama,2010,122,Summer,857,3.4,A so-so narrative that left me feeling indifferent.,9,13,27,1.0440327054365544,0.08658157320274051,-1.432310726269119,-0.14054282606420698,1
Cosmic Adventures,2017,52,0,Post-Graduate,female,Viewer,Employed,Sci-Fi,2012,119,Fall,8655,3.4,"It's neither here nor there, just an average movie.",10,17,29,0.2777701693363311,-0.1736836769056967,1.3155022468562776,0.05492702937975282,1
Visions of Valor,2020,45,1,Completed College,female,Viewer,Retired,Action/Adventure,1987,120,Fall,2574,3.3,"Some moments were good, others not so much.",8,20,4,-0.10536109871378055,-0.08692859353621762,-0.8272844535252993,-0.3360126815081668,1
Whispers of Fate,2021,70,0,Post-Graduate,female,Critic,Retired,Drama,2009,102,Fall,8887,2,A complete waste of time that I deeply regret.,9,21,26,1.2629648586080469,-1.648520094186841,1.397253030360393,-0.14054282606420698,0
Tales of Tiny Explorers,2010,18,0,Completed College,male,Viewer,Student,Kids,2002,118,Fall,4368,3.8,A work of art that transcends the ordinary.,8,10,19,-1.5831531326213542,-0.26043876027517576,-0.19512537763571716,-0.3360126815081668,1
Laughing Waters,2013,79,0,Completed High School,male,Viewer,Retired,Comedy,2006,126,Spring,768,2.2,A trainwreck of a film that I wish I hadn't seen.,12,13,23,1.7555622032439047,0.4336019066806568,-1.4636720182168184,0.4458667402676725,0
Shadowed Past,2011,42,0,Post-Graduate,female,Critic,Employed,Drama,2017,103,Summer,4038,1.9,"Lousy acting, couldn't stand it.",6,11,34,-0.26956021359239984,-1.561765010817362,-0.31140881968898476,-0.7269523923960864,0
Journey to the Unknown,2022,74,0,Completed High School,female,Viewer,Employed,Action/Adventure,2000,107,Summer,2537,3.1,"There are parts I liked, but overall, it's average.",10,22,17,1.4818970117795391,-1.2147446773394455,-0.8403222939979385,0.05492702937975282,1
Clash of Titans,2020,39,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2015,118,Summer,3638,3.5,This film is a triumph of storytelling. It's a moving and powerful experience that stays with you.,18,20,32,-0.4337593284710191,-0.26043876027517576,-0.4523584464202183,1.6186858729314313,1
The Last Crusade,2018,80,0,Post-Graduate,male,Viewer,Retired,Action/Adventure,2015,106,Winter,4492,2.8,"I can't say I loved it, but I didn't hate it either.",14,18,32,1.8102952415367777,-1.3014997607089247,-0.1514309933490348,0.836806451155592,0
Eternal Love,2019,44,0,Post-Graduate,female,Viewer,Employed,Romance,2014,108,Fall,997,2.7,"I had high hopes for this movie, but it let me down in every way. The acting was wooden, and the plot was a mess.",25,19,31,-0.16009413700665365,-1.1279895939699665,-1.3829783569131873,2.98697486103915,0
Enchanted Darkness,2009,36,1,Completed High School,female,Viewer,Employed,Horror,2009,139,Summer,7361,3.9,This movie is a shining beacon of creativity.,8,9,26,-0.5979584433496384,1.5614179904838847,0.8595302043807374,-0.3360126815081668,1
Guardians of Destiny,2021,59,0,Completed College,male,Viewer,Employed,Action/Adventure,2004,119,Winter,374,3,"It wasn't remarkable, but it wasn't awful either.",10,21,21,0.6609014373864428,-0.1736836769056967,-1.6025074005470834,0.05492702937975282,1
Whispers of Hope,2019,34,1,Completed High School,female,Viewer,Employed,Drama,2018,120,Summer,389,4,An extraordinary journey that left me inspired.,7,19,35,-0.7074245199353846,-0.08692859353621762,-1.597221789544662,-0.5314825369521267,1
Cosmic Adventures,2022,48,2,Completed College,female,Critic,Employed,Sci-Fi,2012,119,Fall,8655,2.4,"A cinematic catastrophe. The plot was a jumbled mess, and the characters were unlikable.",14,22,29,0.05883801616483873,-0.1736836769056967,1.3155022468562776,0.836806451155592,0
Beyond the Stars,2008,77,0,Completed High School,female,Critic,Employed,Sci-Fi,1997,133,Summer,3305,2.1,A film that lacked direction and substance. Avoid at all costs.,11,8,14,1.6460961266581584,1.0408874902670102,-0.5696990106739701,0.25039688482371264,0
Echoes of Eternity,2010,18,0,Post-Graduate,male,Viewer,Student,Drama,1998,126,Summer,7245,4.7,A cinematic masterpiece.,3,10,15,-1.5831531326213542,0.4336019066806568,0.8186548126286796,-1.313361958727966,1
Whispers of Hope,2005,28,1,Post-Graduate,male,Viewer,Employed,Drama,2018,120,Summer,389,3.7,Mesmerizing and thought-provoking. A true masterpiece.,7,5,35,-1.0358227496926231,-0.08692859353621762,-1.597221789544662,-0.5314825369521267,1
Whispers of Fate,2015,48,1,Post-Graduate,male,Viewer,Employed,Drama,2009,102,Fall,8887,3.5,An instant classic that will be cherished for years.,9,15,26,0.05883801616483873,-1.648520094186841,1.397253030360393,-0.14054282606420698,1
Legends Reborn,2021,80,0,Completed College,female,Critic,Employed,Action/Adventure,2008,116,Fall,5896,1.9,A movie that left me uninterested and thoroughly unmoved.,9,21,25,1.8102952415367777,-0.4339489270141339,0.3433021964775947,-0.14054282606420698,0
Beyond Boundaries,2007,62,0,Post-Graduate,female,Critic,Employed,Other,2018,114,Fall,8184,1.9,Disappointing movie.,2,7,35,0.8251005522650621,-0.607459093753092,1.1495340613802503,-1.5088318141719257,0
Chronicles of Destiny,2021,31,0,Completed High School,female,Critic,Employed,Action/Adventure,2000,125,Fall,4695,2,"Complete letdown, don't bother.",5,21,17,-0.8716236348140038,0.3468468233111777,-0.0798990577829338,-0.9224222478400462,0
Epic Discovery,2016,51,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,1994,130,Fall,7677,3.5,An unforgettable experience.,3,16,11,0.22303713104345801,0.7806222401585731,0.9708804094984118,-1.313361958727966,1
Under the Rainbow,2021,53,0,Completed High School,female,Viewer,Employed,Kids,1996,122,Summer,530,3.2,Meh. It was neither great nor terrible.,7,21,13,0.3325032076292042,0.08658157320274051,-1.5475370461219025,-0.5314825369521267,1
Chronicles of Destiny,2003,43,0,Completed College,male,Critic,Employed,Action/Adventure,2000,125,Fall,4695,1.8,I couldn't connect with the story or characters at all.,11,3,17,-0.21482717529952675,0.3468468233111777,-0.0798990577829338,0.25039688482371264,0
Reflections of Reality,2013,47,1,Completed College,male,Viewer,Retired,Other,2019,132,Summer,2599,3.7,Powerful and poignant. A truly remarkable achievement.,7,13,36,0.004104977871965638,0.9541324068975312,-0.8184751018545973,-0.5314825369521267,1
Crazy Antics,2020,25,0,Post-Graduate,male,Viewer,Unemployed,Comedy,1992,131,Winter,6745,2.8,A film that didn't leave a lasting mark.,9,20,9,-1.2000218645712424,0.8673773235280522,0.6424677792146377,-0.14054282606420698,0
Love in the Air,2011,52,2,Completed College,female,Viewer,Employed,Romance,2018,130,Summer,6969,3.9,Couldn't stop smiling!,4,11,35,0.2777701693363311,0.7806222401585731,0.7213995701841285,-1.1178921032840061,1
Lost Treasures,2018,25,1,Completed High School,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.6,A true masterpiece that shines in every scene.,8,18,26,-1.2000218645712424,1.99519340733128,-0.31070407155532864,-0.3360126815081668,1
Cursed Kingdom,2009,65,0,Post-Graduate,male,Critic,Employed,Drama,2000,131,Summer,5101,2.4,"I can't believe I wasted my time on this garbage. The story made no sense, and I couldn't care less about the characters.",25,9,17,0.9892996671436813,0.8673773235280522,0.06316481334926818,2.98697486103915,0
Eternal Sunshine,2021,21,0,Post-Graduate,male,Viewer,Unemployed,Drama,2017,142,Summer,4603,4.1,A stunning testament to the power of cinema.,8,21,34,-1.4189540177427349,1.821683240592322,-0.11231747193111749,-0.3360126815081668,1
Eternal Echoes,2008,65,0,Completed College,male,Viewer,Unemployed,Drama,1992,136,Summer,7130,4,A work of art that transcends the ordinary.,8,8,9,0.9892996671436813,1.3011527403754475,0.77813179494345,-0.3360126815081668,1
Journey to the Unknown,2008,71,0,Completed College,female,Viewer,Retired,Action/Adventure,2000,107,Summer,2537,3,"It's not a standout film, but it's not terrible either.",12,8,17,1.3176978969009199,-1.2147446773394455,-0.8403222939979385,0.4458667402676725,1
Legends Unleashed,2010,69,0,Completed College,male,Viewer,Employed,Action/Adventure,2009,127,Summer,4095,3.5,"An emotional and visual treat. The characters were well-developed, and the storyline was both heartwarming and profound. Highly recommended!",20,10,26,1.2082318203151736,0.5203569900501359,-0.291323497879784,2.009625583819351,1
Hilarity Unleashed,2016,80,0,Post-Graduate,male,Critic,Retired,Comedy,2019,121,Fall,7590,1.5,"I expected so much more from this film, but it fell flat. Boring and uninspired, it left me with a sense of wasted potential.",24,16,36,1.8102952415367777,-1.7351016673855377e-4,0.9402238656843684,2.7915050055951904,0
Echoes of Eternity,2011,18,1,Completed College,male,Viewer,Student,Drama,1998,126,Summer,7245,4.8,Filled with wonder and moments of sheer brilliance.,8,11,15,-1.5831531326213542,0.4336019066806568,0.8186548126286796,-0.3360126815081668,1
Legends of Winter,2007,30,1,Completed College,male,Viewer,Employed,Drama,2006,108,Fall,2617,3.4,"It had potential, but it didn't fully deliver.",9,7,23,-0.926356673106877,-1.1279895939699665,-0.8121323686516917,-0.14054282606420698,1
Whispers of Hope,2016,18,0,Post-Graduate,female,Viewer,Employed,Drama,2018,120,Summer,389,3.7,An emotional tour de force that left me moved.,9,16,35,-1.5831531326213542,-0.08692859353621762,-1.597221789544662,-0.14054282606420698,1
Quest for the Crystal,2018,46,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,1996,109,Summer,3611,3.3,A watchable effort that didn't quite stand out.,9,18,13,-0.05062806042090746,-1.0412345106004874,-0.4618725462245765,-0.14054282606420698,1
The Last Crusade,2021,20,0,Completed College,male,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,3.1,An average outing that didn't evoke strong reactions.,9,21,32,-1.473687056035608,-1.3014997607089247,-0.1514309933490348,-0.14054282606420698,1
Giggles and Grins,2009,51,0,Post-Graduate,female,Viewer,Employed,Comedy,2012,110,Winter,9926,2.6,A total misfire that left me questioning my movie choices.,10,9,29,0.22303713104345801,-0.9544794272310083,1.763369685794772,0.05492702937975282,0
Forgotten Realms,2020,44,1,Post-Graduate,female,Critic,Employed,Drama,2013,129,Summer,3337,2.7,"One of the worst movies I've ever seen. It was painful to sit through. The plot made no sense, and the acting was atrocious.",25,20,30,-0.16009413700665365,0.693867156789094,-0.5584230405354714,2.98697486103915,0
The Mysterious Expedition,2006,18,0,Completed College,male,Viewer,Employed,Action/Adventure,2016,145,Fall,5056,3.6,A cinematic treasure that left me deeply moved.,8,6,33,-1.5831531326213542,2.0819484907007593,0.04730798034200442,-0.3360126815081668,1
Wonderland Adventures,2014,54,0,Completed College,female,Viewer,Unemployed,Kids,2012,98,Spring,2160,2.6,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,14,29,0.3872362459220773,-1.9955404276647573,-0.9731673171921259,1.4232160174874715,0
Tales of Tiny Explorers,2021,71,0,Completed College,male,Viewer,Employed,Kids,2002,118,Fall,4368,3.1,A neutral watch that didn't evoke strong emotions.,9,21,19,1.3176978969009199,-0.26043876027517576,-0.19512537763571716,-0.14054282606420698,1
Rise of the Phoenix,2006,32,1,Completed College,male,Critic,Employed,Action/Adventure,2006,126,Winter,6613,2.2,An uninspired mess that left me utterly unimpressed.,8,6,23,-0.8168905965211307,0.4336019066806568,0.5959544023933308,-0.3360126815081668,0
Requiem for a Dream,2021,18,0,Completed College,female,Viewer,Student,Drama,2008,128,Winter,3517,4.6,I was hooked from the first scene. The suspense and excitement never let up. A must-see thriller!,18,21,25,-1.5831531326213542,0.6071120734196149,-0.4949957085064164,1.6186858729314313,1
Lost Treasures,2006,69,0,Completed High School,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.1,Neither good nor bad. Just average.,6,6,26,1.2082318203151736,1.99519340733128,-0.31070407155532864,-0.7269523923960864,1
Shattered Reflections,2014,50,0,Completed College,male,Viewer,Employed,Drama,2017,125,Spring,2500,3.8,A masterpiece of cinema.,4,14,34,0.16830409275058492,0.3468468233111777,-0.8533601344705775,-1.1178921032840061,1
The Last Crusade,2022,75,0,Completed College,male,Critic,Retired,Action/Adventure,2015,106,Winter,4492,1.6,"I wouldn't recommend this movie to anyone. It was boring, poorly acted, and had a terrible script.",18,22,32,1.5366300500724122,-1.3014997607089247,-0.1514309933490348,1.6186858729314313,0
Beneath the Surface,2018,33,1,Post-Graduate,male,Viewer,Employed,Drama,2011,105,Fall,9202,3.7,"An absolute joy to watch. The humor is spot-on, and the characters are lovable.",15,18,28,-0.7621575582282577,-1.3882548440784037,1.5082508614112393,1.032276306599552,1
Midnight Whispers,2020,29,0,Completed High School,female,Viewer,Employed,Drama,2012,115,Summer,9341,4.3,Exceptional storytelling.,2,20,29,-0.98108971139975,-0.520704010383613,1.557230856700343,-1.5088318141719257,1
Stellar Explorers,2015,67,0,Completed High School,female,Viewer,Employed,Sci-Fi,2013,98,Fall,8106,2.8,"I can't say I loved it, but I didn't hate it either.",14,15,30,1.0987657437294276,-1.9955404276647573,1.1220488841676597,0.836806451155592,0
Shadowed Past,2007,75,0,Completed College,male,Viewer,Retired,Drama,2017,103,Summer,4038,3.3,"There are parts I liked, but overall, it's average.",10,7,34,1.5366300500724122,-1.561765010817362,-0.31140881968898476,0.05492702937975282,1
Whispers of Hope,2016,20,0,Completed High School,female,Viewer,Student,Drama,2018,120,Summer,389,4.4,A mesmerizing and emotionally resonant triumph.,6,16,35,-1.473687056035608,-0.08692859353621762,-1.597221789544662,-0.7269523923960864,1
Quest for the Crystal,2021,57,0,Post-Graduate,male,Viewer,Retired,Action/Adventure,1996,109,Summer,3611,3.1,"It's a film that falls in between. Not remarkable, not terrible.",12,21,13,0.5514353608006966,-1.0412345106004874,-0.4618725462245765,0.4458667402676725,1
Clash of Titans,2019,56,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2015,118,Summer,3638,3.3,A narrative that fell somewhere in the middle for me.,10,19,32,0.4967023225078235,-0.26043876027517576,-0.4523584464202183,0.05492702937975282,1
